"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Roxbury","0900565930",2013,"18 to 24 years","Number","DUI Arrests",2
"Roxbury","0900565930",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",114.29
"Roxbury","0900565930",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",44.5
"Roxbury","0900565930",2013,"21 years and over","Number","DUI Arrests",2
"Roxbury","0900565930",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",10.84
"Roxbury","0900565930",2013,"21 years and over","Rate (per 10,000)","Margins of Error",1.03
"Roxbury","0900565930",2014,"Total","Number","DUI Arrests",1
"Roxbury","0900565930",2014,"Total","Rate (per 10,000)","DUI Arrests",4.4
"Roxbury","0900565930",2014,"Total","Rate (per 10,000)","Margins of Error",0.32
"Roxbury","0900565930",2014,"10 years and over","Number","DUI Arrests",1
"Roxbury","0900565930",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",4.65
"Roxbury","0900565930",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.39
"Roxbury","0900565930",2014,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2014,"10 to 20 years","Number","DUI Arrests",0
"Roxbury","0900565930",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2014,"18 to 24 years","Number","DUI Arrests",0
"Roxbury","0900565930",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2014,"21 years and over","Number","DUI Arrests",1
"Roxbury","0900565930",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",5.58
"Roxbury","0900565930",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0.49
"Roxbury","0900565930",2015,"Total","Number","DUI Arrests",2
"Roxbury","0900565930",2015,"Total","Rate (per 10,000)","DUI Arrests",8.81
"Roxbury","0900565930",2015,"Total","Rate (per 10,000)","Margins of Error",0.74
"Roxbury","0900565930",2015,"10 years and over","Number","DUI Arrests",2
"Roxbury","0900565930",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",9.39
"Roxbury","0900565930",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.78
"Roxbury","0900565930",2015,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2015,"10 to 20 years","Number","DUI Arrests",0
"Roxbury","0900565930",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2015,"18 to 24 years","Number","DUI Arrests",0
"Roxbury","0900565930",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2015,"21 years and over","Number","DUI Arrests",2
"Roxbury","0900565930",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",11.06
"Roxbury","0900565930",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.94
"Roxbury","0900565930",2016,"Total","Number","DUI Arrests",3
"Roxbury","0900565930",2016,"Total","Rate (per 10,000)","DUI Arrests",13.27
"Roxbury","0900565930",2016,"Total","Rate (per 10,000)","Margins of Error",1.1
"Roxbury","0900565930",2016,"10 years and over","Number","DUI Arrests",3
"Roxbury","0900565930",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",14.04
"Roxbury","0900565930",2016,"10 years and over","Rate (per 10,000)","Margins of Error",1.13
"Roxbury","0900565930",2016,"10 to 17 years","Number","DUI Arrests",0
"Roxbury","0900565930",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Roxbury","0900565930",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Roxbury","0900565930",2016,"10 to 20 years","Number","DUI Arrests",1
"Roxbury","0900565930",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",30.67
"Roxbury","0900565930",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",7.11
"Roxbury","0900565930",2016,"18 to 24 years","Number","DUI Arrests",1
"Roxbury","0900565930",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",84.75
"Roxbury","0900565930",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",40.36
"Roxbury","0900565930",2016,"21 years and over","Number","DUI Arrests",2
"Roxbury","0900565930",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",11.04
"Roxbury","0900565930",2016,"21 years and over","Rate (per 10,000)","Margins of Error",0.94
"Salem","0901166210",2010,"Total","Number","DUI Arrests",7
"Salem","0901166210",2010,"Total","Rate (per 10,000)","DUI Arrests",17.04
"Salem","0901166210",2010,"Total","Rate (per 10,000)","Margins of Error",0.07
"Salem","0901166210",2010,"10 years and over","Number","DUI Arrests",7
"Salem","0901166210",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",19.47
"Salem","0901166210",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.74
"Salem","0901166210",2010,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2010,"10 to 20 years","Number","DUI Arrests",0
"Salem","0901166210",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2010,"18 to 24 years","Number","DUI Arrests",1
"Salem","0901166210",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",67.11
"Salem","0901166210",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",61.47
"Salem","0901166210",2010,"21 years and over","Number","DUI Arrests",7
"Salem","0901166210",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",23.42
"Salem","0901166210",2010,"21 years and over","Rate (per 10,000)","Margins of Error",2.34
"Salem","0901166210",2011,"Total","Number","DUI Arrests",8
"Salem","0901166210",2011,"Total","Rate (per 10,000)","DUI Arrests",19.43
"Salem","0901166210",2011,"Total","Rate (per 10,000)","Margins of Error",0.11
"Salem","0901166210",2011,"10 years and over","Number","DUI Arrests",8
"Salem","0901166210",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",21.7
"Salem","0901166210",2011,"10 years and over","Rate (per 10,000)","Margins of Error",1.69
"Salem","0901166210",2011,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2011,"10 to 20 years","Number","DUI Arrests",1
"Salem","0901166210",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",12.61
"Salem","0901166210",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.16
"Salem","0901166210",2011,"18 to 24 years","Number","DUI Arrests",2
"Salem","0901166210",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",72.73
"Salem","0901166210",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",22.05
"Salem","0901166210",2011,"21 years and over","Number","DUI Arrests",7
"Salem","0901166210",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",24.19
"Salem","0901166210",2011,"21 years and over","Rate (per 10,000)","Margins of Error",2.12
"Salem","0901166210",2012,"Total","Number","DUI Arrests",10
"Salem","0901166210",2012,"Total","Rate (per 10,000)","DUI Arrests",24.09
"Salem","0901166210",2012,"Total","Rate (per 10,000)","Margins of Error",0.11
"Salem","0901166210",2012,"10 years and over","Number","DUI Arrests",10
"Salem","0901166210",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",27.82
"Salem","0901166210",2012,"10 years and over","Rate (per 10,000)","Margins of Error",2.33
"Salem","0901166210",2012,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2012,"10 to 20 years","Number","DUI Arrests",1
"Salem","0901166210",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",15.17
"Salem","0901166210",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.78
"Salem","0901166210",2012,"18 to 24 years","Number","DUI Arrests",2
"Salem","0901166210",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",72.73
"Salem","0901166210",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",22.22
"Salem","0901166210",2012,"21 years and over","Number","DUI Arrests",9
"Salem","0901166210",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",30.65
"Salem","0901166210",2012,"21 years and over","Rate (per 10,000)","Margins of Error",2.88
"Salem","0901166210",2013,"Total","Number","DUI Arrests",10
"Salem","0901166210",2013,"Total","Rate (per 10,000)","DUI Arrests",23.96
"Salem","0901166210",2013,"Total","Rate (per 10,000)","Margins of Error",0.11
"Salem","0901166210",2013,"10 years and over","Number","DUI Arrests",10
"Salem","0901166210",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",27.09
"Salem","0901166210",2013,"10 years and over","Rate (per 10,000)","Margins of Error",2.3
"Salem","0901166210",2013,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2013,"10 to 20 years","Number","DUI Arrests",0
"Salem","0901166210",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2013,"18 to 24 years","Number","DUI Arrests",1
"Salem","0901166210",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",30.67
"Salem","0901166210",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",9.74
"Salem","0901166210",2013,"21 years and over","Number","DUI Arrests",10
"Salem","0901166210",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",34.32
"Salem","0901166210",2013,"21 years and over","Rate (per 10,000)","Margins of Error",3.29
"Salem","0901166210",2014,"Total","Number","DUI Arrests",9
"Salem","0901166210",2014,"Total","Rate (per 10,000)","DUI Arrests",21.55
"Salem","0901166210",2014,"Total","Rate (per 10,000)","Margins of Error",0.11
"Salem","0901166210",2014,"10 years and over","Number","DUI Arrests",9
"Salem","0901166210",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",24.85
"Salem","0901166210",2014,"10 years and over","Rate (per 10,000)","Margins of Error",2.03
"Salem","0901166210",2014,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2014,"10 to 20 years","Number","DUI Arrests",0
"Salem","0901166210",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2014,"18 to 24 years","Number","DUI Arrests",0
"Salem","0901166210",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2014,"21 years and over","Number","DUI Arrests",9
"Salem","0901166210",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",31.03
"Salem","0901166210",2014,"21 years and over","Rate (per 10,000)","Margins of Error",2.82
"Salem","0901166210",2015,"Total","Number","DUI Arrests",7
"Salem","0901166210",2015,"Total","Rate (per 10,000)","DUI Arrests",16.69
"Salem","0901166210",2015,"Total","Rate (per 10,000)","Margins of Error",0.14
"Salem","0901166210",2015,"10 years and over","Number","DUI Arrests",7
"Salem","0901166210",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",18.9
"Salem","0901166210",2015,"10 years and over","Rate (per 10,000)","Margins of Error",1.54
"Salem","0901166210",2015,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2015,"10 to 20 years","Number","DUI Arrests",2
"Salem","0901166210",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",26.6
"Salem","0901166210",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",5.2
"Salem","0901166210",2015,"18 to 24 years","Number","DUI Arrests",2
"Salem","0901166210",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",53.48
"Salem","0901166210",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",15.92
"Salem","0901166210",2015,"21 years and over","Number","DUI Arrests",5
"Salem","0901166210",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",16.94
"Salem","0901166210",2015,"21 years and over","Rate (per 10,000)","Margins of Error",1.52
"Salem","0901166210",2016,"Total","Number","DUI Arrests",7
"Salem","0901166210",2016,"Total","Rate (per 10,000)","DUI Arrests",16.79
"Salem","0901166210",2016,"Total","Rate (per 10,000)","Margins of Error",0.09
"Salem","0901166210",2016,"10 years and over","Number","DUI Arrests",7
"Salem","0901166210",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",19.32
"Salem","0901166210",2016,"10 years and over","Rate (per 10,000)","Margins of Error",1.62
"Salem","0901166210",2016,"10 to 17 years","Number","DUI Arrests",0
"Salem","0901166210",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2016,"10 to 20 years","Number","DUI Arrests",0
"Salem","0901166210",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Salem","0901166210",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Salem","0901166210",2016,"18 to 24 years","Number","DUI Arrests",3
"Salem","0901166210",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",109.49
"Salem","0901166210",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",43.46
"Salem","0901166210",2016,"21 years and over","Number","DUI Arrests",7
"Salem","0901166210",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",23.19
"Salem","0901166210",2016,"21 years and over","Rate (per 10,000)","Margins of Error",2.09
"Salisbury","0900566420",2010,"Total","Number","DUI Arrests",13
"Salisbury","0900566420",2010,"Total","Rate (per 10,000)","DUI Arrests",34.12
"Salisbury","0900566420",2010,"Total","Rate (per 10,000)","Margins of Error",0.17
"Salisbury","0900566420",2010,"10 years and over","Number","DUI Arrests",13
"Salisbury","0900566420",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",36.79
"Salisbury","0900566420",2010,"10 years and over","Rate (per 10,000)","Margins of Error",4.43
"Salisbury","0900566420",2010,"10 to 17 years","Number","DUI Arrests",0
"Salisbury","0900566420",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salisbury","0900566420",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salisbury","0900566420",2010,"10 to 20 years","Number","DUI Arrests",1
"Salisbury","0900566420",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",20.33
"Salisbury","0900566420",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",8.51
"Salisbury","0900566420",2010,"18 to 24 years","Number","DUI Arrests",5
"Salisbury","0900566420",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",406.5
"Salisbury","0900566420",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",617.6
"Salisbury","0900566420",2010,"21 years and over","Number","DUI Arrests",12
"Salisbury","0900566420",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",39.45
"Salisbury","0900566420",2010,"21 years and over","Rate (per 10,000)","Margins of Error",4.83
"Salisbury","0900566420",2011,"Total","Number","DUI Arrests",7
"Salisbury","0900566420",2011,"Total","Rate (per 10,000)","DUI Arrests",18.5
"Salisbury","0900566420",2011,"Total","Rate (per 10,000)","Margins of Error",0.12
"Salisbury","0900566420",2011,"10 years and over","Number","DUI Arrests",7
"Salisbury","0900566420",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",20.27
"Salisbury","0900566420",2011,"10 years and over","Rate (per 10,000)","Margins of Error",2.17
"Salisbury","0900566420",2011,"10 to 17 years","Number","DUI Arrests",0
"Salisbury","0900566420",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Salisbury","0900566420",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Salisbury","0900566420",2011,"10 to 20 years","Number","DUI Arrests",0
"Salisbury","0900566420",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Salisbury","0900566420",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Salisbury","0900566420",2011,"18 to 24 years","Number","DUI Arrests",3
"Salisbury","0900566420",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",105.63
"Salisbury","0900566420",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",43.18
"Salisbury","0900566420",2011,"21 years and over","Number","DUI Arrests",7
"Salisbury","0900566420",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",25.24
"Salisbury","0900566420",2011,"21 years and over","Rate (per 10,000)","Margins of Error",2.86
"Salisbury","0900566420",2012,"Total","Number","DUI Arrests",11
"Salisbury","0900566420",2012,"Total","Rate (per 10,000)","DUI Arrests",29.36
"Salisbury","0900566420",2012,"Total","Rate (per 10,000)","Margins of Error",0.13
"Salisbury","0900566420",2012,"10 years and over","Number","DUI Arrests",11
"Salisbury","0900566420",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",31.96
